company_name,brand,address,state,expiry_date
A&W KEPONG,,"(A&W MALAYSIA SDN BHD), NO 57 TINGKAT BAWAH, JALAN RIMBUNAN RAYA 1, LAMAN RIMBUNAN, 51200, Kuala Lumpur, Wilayah Persekutuan, A&W",KL,15/06/2027
A&W KL EAST,,"(A&W MALAYSIA SDN BHD), LOT LG-29,30 & 31, KL EAST MALL,, JALAN LINGKARAN TENGAH 2,, TAMAN SRI MELATI,, 53100, Kuala Lumpur, Wilayah Persekutuan, A&W",KL,31/05/2027
A&W LAKEFIELDS,,"(A&W MALAYSIA SDN BHD), NO. 51-G & 51-1, JALAN TASIK UTAMA 6,, Medan Niaga Tasik Damai, 47500, Kuala Lumpur, Wilayah Persekutuan, A&W",KL,15/06/2027
A&W MID VALLEY KL,,"(A&W MALAYSIA SDN BHD), T-074, TINGKAT 3, MID VALLEY MEGAMALL, LINGKARAN SYED PUTRA, MID VALLEY CITY, Lingkaran Syed Putra, Mid Valley City, 59200, Kuala Lumpur, Wilayah Persekutuan, A&W",KL,31/03/2027
A&W PAVILION BUKIT JALIL,,"(A&W MALAYSIA SDN BHD), PAVILION BUKIT JALIL, PUSAT BANDAR, 2 PERSIARAN JALIL 8,, 47500, Kuala Lumpur, Wilayah Persekutuan, A&W",KL,30/11/2027
A&W PEARL POINT,,"(A&W MALAYSIA SDN BHD), G32, G33 & G36, 2A JALAN SEPADU OFF JALAN KLANG LAMA, 58200, Kuala Lumpur, Wilayah Persekutuan, A&W",KL,30/11/2026
A&W SETAPAK CENTRAL,,"(A&W MALAYSIA SDN BHD), AG36, SETAPAK CENTRAL MALL, 67, JALAN TAMAN IBU KOTA, TAMAN DANAU KOTA,, 53300, Kuala Lumpur, Wilayah Persekutuan, A&W",KL,31/10/2026
A&W SUNWAY PUTRA MALL,,"(A&W MALAYSIA SDN BHD), LG-8 & LG-9, SUNWAY PUTRA, JALAN PUTRA CHOW KIT, 47500, Kuala Lumpur, Wilayah Persekutuan, A&W",KL,30/11/2026
A&W SUNWAY VELOCITY,,"(A&W MALAYSIA SDN BHD), B-21A, BASEMENT 1,, SUNWAY VELOCITY LINGKARAN SV,, 55100, Kuala Lumpur, Wilayah Persekutuan, A&W",KL,15/06/2027
A&W WANGSA WALK,,"(A&W MALAYSIA SDN BHD), LOT G - 55 AND G -56, WANGSA WALK MALL,, Jalan Wangsa Perdana 1,, 53300, Kuala Lumpur, Wilayah Persekutuan, A&W",KL,31/05/2027
STARBUCKS PANTAI MEDICAL CENTRE 071,,"(BERJAYA STARBUCKS COFFEE COMPANY SDN BHD), RETAIL LOT 6, TINGKAT BAWAH, BLOK A, PANTAI MEDICAL CENTRE, 8, JALAN BUKIT PANTAI, 59100, Kuala Lumpur, Wilayah Persekutuan, STARBUCKS COFFEE",KL,30/06/2026
STARBUCKS PANTAI MEDICAL CENTRE 071,,"(BERJAYA STARBUCKS COFFEE COMPANY SDN BHD), RETAIL LOT 6, TINGKAT BAWAH, BLOK A, PANTAI MEDICAL CENTRE, 8, JALAN BUKIT PANTAI, 59100, Kuala Lumpur, Wilayah Persekutuan, STARBUCKS COFFEE",KL,30/06/2028
STARBUCKS PAVILION 1 092,,"(BERJAYA STARBUCKS COFFEE COMPANY SDN BHD), LOT C3.08 & C3.09, TKT 3, PAVILION KL,, 168, JALAN BUKIT BINTANG,, 55100, Kuala Lumpur, Wilayah Persekutuan",KL,31/03/2027
STARBUCKS PAVILION 2 091,,"(BERJAYA STARBUCKS COFFEE COMPANY SDN BHD), LOT 6.02, TKT 6, PAVILION KL,, JALAN BUKIT BINTANG,, 55100, Kuala Lumpur, Wilayah Persekutuan",KL,31/03/2027
STARBUCKS PAVILION BUKIT JALIL 394,,"(BERJAYA STARBUCKS COFFEE COMPANY SDN BHD), LOT 3.114 & E3.114, LEVEL 3, PAVILLION BUKIT JALIL,, PERSIARAN JALIL UTAMA, BUKIT JALIL, 57000, Kuala Lumpur, Wilayah Persekutuan, STARBUCKS COFFEE",KL,15/04/2027
STARBUCKS PAVILION DAMANSARA HEIGHTS 455,,"(BERJAYA STARBUCKS COFFEE COMPANY SDN BHD), PAVILION DAMANSARA HEIGHTS,, LOT 2.5500 & E2.5500,, LEVEL 2, NO 3, JALAN DAMANLELA , PUSAT BANDAR DAMANSARA, 50490, Kuala Lumpur, Wilayah Persekutuan, STARBUCKS COFFEE",KL,31/07/2028
STARBUCKS PAVILION DAMANSARA HEIGHTS 455,,"(BERJAYA STARBUCKS COFFEE COMPANY SDN BHD), PAVILION DAMANSARA HEIGHTS, LOT 2.5500 & E2.5500,, LEVEL 2, NO 3 JALAN DAMANLELA, PUSAT BANDAR DAMANSARA, 50490, Kuala Lumpur, Wilayah Persekutuan, STARBUCKS COFFEE",KL,31/07/2026
STARBUCKS PEARL POINT 085,,"(BERJAYA STARBUCKS COFFEE COMPANY SDN BHD), LOT 1.0.26, TINGKAT BAWAH,, PEARL POINT SHOPPING MALL,, BATU 5, JALAN KLANG LAMA,, 58000, Kuala Lumpur, Wilayah Persekutuan",KL,31/03/2027
STARBUCKS PETRON CHERAS DT 297,,"(BERJAYA STARBUCKS COFFEE COMPANY SDN BHD), PETRON ML6,, CHERAS, 56000, Kuala Lumpur, Wilayah Persekutuan",KL,31/03/2027
STARBUCKS PLATINUM PARK 274,,"(BERJAYA STARBUCKS COFFEE COMPANY SDN BHD), UNIT 1.2, MENARA FELDA, PLATINUM PARK,, NO 11, PERSIARAN KLCC,, 58200, Kuala Lumpur, Wilayah Persekutuan, STARBUCKS COFFEE",KL,15/04/2027
STARBUCKS PUBLIKA SHOPPING GALLERY 260,,"(BERJAYA STARBUCKS COFFEE COMPANY SDN BHD), LOT 42, TINGKAT G2, PUBLIKA SHOPPING GALLERY,, SOLARIS DUTAMAS, JALAN DUTAMAS 1,, KUALA LUMPUR, 50480, Kuala Lumpur, Wilayah Persekutuan, STARBUCKS COFFEE",KL,31/03/2027
STARBUCKS QUILL CITY MALL 202,,"(BERJAYA STARBUCKS COFFEE COMPANY SDN BHD), LOT G-13, TKT BWH, QUILL CITY MALL,, NO. 1018, JALAN SULTAN ISMAIL, 50250, Kuala Lumpur, Wilayah Persekutuan, STARBUCKS COFFEE",KL,15/04/2027
STARBUCKS RHB CENTRE 264,,"(BERJAYA STARBUCKS COFFEE COMPANY SDN BHD), LOT 1, TINGKAT BAWAH, TOWER 1, RHB CENTRE, JALAN TUN RAZAK, 50400, Kuala Lumpur, Wilayah Persekutuan, STARBUCKS COFFEE",KL,15/04/2027
STARBUCKS SOHO KL 166,,"(BERJAYA STARBUCKS COFFEE COMPANY SDN BHD), UNIT J-0G-01, SOHO KL,, SOLARIS MONT KIARA,, NO.2, JALAN SOLARIS MONT KIARA, KUALA LUMPUR, 50480, Kuala Lumpur, Wilayah Persekutuan, STARBUCKS COFFEE",KL,15/04/2027
STARBUCKS SOUTHLINK BANGSAR 294,,"(BERJAYA STARBUCKS COFFEE COMPANY SDN BHD), UNIT B1-06B, BASEMENT 1 FLOOR, RESIDENSI SAMBUNGAN SELATAN (SOUTHLINK), NO 2, JALAN KERINCHI KIRI 2 PANTAI DALAM,, 59200, Kuala Lumpur, Wilayah Persekutuan, STARBUCKS COFFEE",KL,15/05/2027
STARBUCKS SRI PETALING 386,,"(BERJAYA STARBUCKS COFFEE COMPANY SDN BHD), NO 2, JALAN RADIN BAGUS 7,, BANDAR BARU SERI PETALING, JALAN RADIN BAGUS 7 SERI PETALING, 57000, Kuala Lumpur, Wilayah Persekutuan, STARBUCKS COFFEE",KL,15/04/2027
STARBUCKS SUNWAY VELOCITY 259,,"(BERJAYA STARBUCKS COFFEE COMPANY SDN BHD), G-27, TINGKAT BAWAH, SUNWAY VELOCITY MALL,, JALAN PEEL, MALURI,, KUALA LUMPUR, 55100, Kuala Lumpur, Wilayah Persekutuan",KL,15/04/2027
STARBUCKS THE GARDENS MID VALLEY 093,,"(BERJAYA STARBUCKS COFFEE COMPANY SDN BHD), LOT S226B, TINGKAT 2, THE GARDENS AT MID VALLEY CITY,, 1, MEDAN SYED PUTRA UTARA,, 59200, Kuala Lumpur, Wilayah Persekutuan",KL,31/03/2027
STARBUCKS TROPIKA BUKIT JALIL 397,,"(BERJAYA STARBUCKS COFFEE COMPANY SDN BHD), E-G-5, TROPIKA BUKIT JALIL,, JALAN JALIL PERKASA 3 BUKIT JALIL,, 57000, Kuala Lumpur, Wilayah Persekutuan, STARBUCKS COFFEE",KL,15/05/2027
STARBUCKS TRX EXCHANGE MALL 452,,"(BERJAYA STARBUCKS COFFEE COMPANY SDN BHD), L2.75.0 & L2.76.0, PLAZA THE EXCHANGE TRX PERSIARAN TRX, 55188, Kuala Lumpur, Wilayah Persekutuan, STARBUCKS COFFEE",KL,15/01/2027
BUTCHERY KITCHEN,,"(DAITO ASIA DEVELOPMENT (M) SDN BHD - LE MERIDIEN KUALA LUMPUR), LEVEL 5, NO.2, JALAN STESEN SENTRAL, KUALA LUMPUR SENTRAL, 50470, Kuala Lumpur, Wilayah Persekutuan, LE MERIDIEN KUALA LUMPUR",KL,31/10/2027
COLD KITCHEN,,"(DAITO ASIA DEVELOPMENT (M) SDN BHD - LE MERIDIEN KUALA LUMPUR), LEVEL 5, NO.2, JALAN STESEN SENTRAL, KUALA LUMPUR SENTRAL, 50470, Kuala Lumpur, Wilayah Persekutuan, LE MERIDIEN KUALA LUMPUR",KL,31/10/2027
LATEST RECIPE KITCHEN,,"(DAITO ASIA DEVELOPMENT (M) SDN BHD - LE MERIDIEN KUALA LUMPUR), LEVEL 5, NO.2, JALAN STESEN SENTRAL, KUALA LUMPUR SENTRAL, 50470, Kuala Lumpur, Wilayah Persekutuan, LE MERIDIEN KUALA LUMPUR",KL,31/10/2027
PASTRY KITCHEN,,"(DAITO ASIA DEVELOPMENT (M) SDN BHD - LE MERIDIEN KUALA LUMPUR), LEVEL 5, NO.2, JALAN STESEN SENTRAL, KUALA LUMPUR SENTRAL, 50470, Kuala Lumpur, Wilayah Persekutuan, LE MERIDIEN KUALA LUMPUR",KL,31/10/2027
BUTCHERY KITCHEN,,"(DAITO ASIA DEVELOPMENT (MALAYSIA) II SDN. BHD.), LEVEL L (LOBBY LEVEL), Hilton Kuala Lumpur, 3, Jalan Stesen Sentral, 50470, Kuala Lumpur, Wilayah Persekutuan",KL,31/08/2026
CHINESE BANQUET KITCHEN,,"(DAITO ASIA DEVELOPMENT (MALAYSIA) II SDN. BHD.), LEVEL 6, Hilton Kuala Lumpur, 3, Jalan Stesen Sentral, 50470, Kuala Lumpur, Wilayah Persekutuan",KL,31/08/2026
CHOCOLATE ROOM KITCHEN,,"(DAITO ASIA DEVELOPMENT (MALAYSIA) II SDN. BHD.), LEVEL L,, Hilton Kuala Lumpur, 3, Jalan Stesen Sentral, 50470, Kuala Lumpur, Wilayah Persekutuan",KL,31/08/2026
COMMISSARY KITCHEN,,"(DAITO ASIA DEVELOPMENT (MALAYSIA) II SDN. BHD.), LEVEL L,, Hilton Kuala Lumpur, 3, Jalan Stesen Sentral, 50470, Kuala Lumpur, Wilayah Persekutuan",KL,31/08/2026
GARDE MANGER KITCHEN,,"(DAITO ASIA DEVELOPMENT (MALAYSIA) II SDN. BHD.), LEVEL L,, Hilton Kuala Lumpur, 3, Jalan Stesen Sentral, 50470, Kuala Lumpur, Wilayah Persekutuan",KL,31/08/2026
MAIN KITCHEN,,"(DAITO ASIA DEVELOPMENT (MALAYSIA) II SDN. BHD.), LEVEL L,, Hilton Kuala Lumpur, 3, Jalan Stesen Sentral, 50470, Kuala Lumpur, Wilayah Persekutuan",KL,31/08/2026
MALAY BANQUET KITCHEN,,"(DAITO ASIA DEVELOPMENT (MALAYSIA) II SDN. BHD.), LEVEL 6,, Hilton Kuala Lumpur, 3, Jalan Stesen Sentral, 50470, Kuala Lumpur, Wilayah Persekutuan",KL,31/08/2026
PASTRY / BAKERY KITCHEN,,"(DAITO ASIA DEVELOPMENT (MALAYSIA) II SDN. BHD.), LEVEL L (LOBBY LEVEL), Hilton Kuala Lumpur, 3, Jalan Stesen Sentral, 50470, Kuala Lumpur, Wilayah Persekutuan",KL,31/08/2026
VASCO KITCHEN,,"(DAITO ASIA DEVELOPMENT (MALAYSIA) II SDN. BHD.), LEVEL L, Hilton Kuala Lumpur, 3, Jalan Stesen Sentral, 50470, Kuala Lumpur, Wilayah Persekutuan",KL,31/08/2026
DAPUR SELESA SDN BHD,,"(DAPUR SELESA SDN BHD), A-01-03A & A-01-05, (GROUND FLOOR & BASEMENT), PANTAI BUSINESS CENTER, JALAN PANTAI BAHARU, 59200, Kuala Lumpur, Wilayah Persekutuan",KL,15/10/2026
RUMAH MASAK DAN SAJIAN - 95 HAT,,"(DESATERA SDN BHD), HOSPITAL ANGKATAN TENTERA TUANKU MIZAN (95HAT), No.3, Jalan 4/27A, Seksyen 2, Wangsa Maju, 53300, Kuala Lumpur, Wilayah Persekutuan",KL,31/10/2027
PENANG CHENDUL AEON MALL TAMAN MALURI,,"(DESSERT CAPTAIN SDN BHD), FINEST FRESH FOOD, LOT C09-C10 AEON MALL TAMAN MALURI, JALAN JEJAKA TAMAN MALURI, 55100, Kuala Lumpur, Wilayah Persekutuan, PENANG CHENDUL",KL,31/07/2027
PENANG CHENDUL AEON METRO PRIMA SHOPPING CENTRE,,"(DESSERT CAPTAIN SDN BHD), EMERALD BEVERAGE PLT, AEON METRO PRIMA SHOPPING CENTRE (G19) GROUND FLOOR, TAMAN KEPONG JALAN METRO PRIMA METRO PRIMA, 52100, Kuala Lumpur, Wilayah Persekutuan, PENANG CHENDUL",KL,30/09/2027
PENANG CHENDUL CHERAS LEISURE MALL,,"(DESSERT CAPTAIN SDN BHD), L1-43,44 & K5, CHERAS LEISURE MALL JALAN MANIS 6,, TAMAN SEGAR, 56100, Kuala Lumpur, Wilayah Persekutuan, PENANG CHENDUL",KL,15/04/2028
PENANG CHENDUL MELAWATI MALL,,"(DESSERT CAPTAIN SDN BHD), LOT LG-27, LG FLOOR, MELAWATI MALL,, 355, JALAN BANDAR MELAWATI,, PUSAT BANDAR MELAWATI, 53100, Kuala Lumpur, Wilayah Persekutuan, PENANG CHENDUL",KL,15/01/2028
PENANG CHENDUL SETAPAK,,"(DESSERT CAPTAIN SDN BHD), LOT S-21A,, Setapak Central Mall,, Jln Taman Ibu Kota, Taman Danau Kota,, 53100, Kuala Lumpur, Wilayah Persekutuan, PENANG CHENDUL",KL,15/01/2028
#445 MCDONALD'S JALAN TUN RAZAK DRIVE THRU,,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), LOT 22,, Seksyen 87,, Jalan Tun Razak,, 53200, Kuala Lumpur, Wilayah Persekutuan, McDonald's",KL,15/04/2027
#449 MCDONALD'S PETRON NORTH KIARA DT,,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), LOT 80995, KAMPUNG SEGAMBUT TENGAH JALAN SEGAMBUT, Segambut,, 51200, Kuala Lumpur, Wilayah Persekutuan, McDonald's",KL,15/06/2027
#450 MCDONALD'S PANTAI SENTRAL PARK DT,,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), LOT 480916,, Pantai Sentral Park, Jalan Pantai Sentral,, Pantai Dalam,, 59200, Kuala Lumpur, Wilayah Persekutuan, McDonald's",KL,15/06/2027
#466 MCDONALD'S 1 SHAMELIN MALL DT,,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), LOT A-LG-063A, A-LG-065 & A-G065,, level LG, G, 1 Shamelin Mall, No. 100,, Jalan 4/91, Taman Shamelin Perkasa, 56100, Kuala Lumpur, Wilayah Persekutuan, McDonald's",KL,31/01/2028
#476 MCDONALD'S BHP JALAN GENTING KELANG DT,,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), LOT 5241, JALAN GENTING KLANG, 53200, Kuala Lumpur, Wilayah Persekutuan, McDonald's",KL,15/02/2028
#49 MCDONALD'S CHERAS LEISURE MALL,,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), LOT 16. LOWER GROUND FLOOR,, Taman Segar,, 56100, Kuala Lumpur, Wilayah Persekutuan, McDonald's",KL,31/01/2028
#491 MCDONALD'S SHELL TAMAN DESA DT,,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), PT6224, JALAN 3/109F, Taman Danau Desa, 58100, Kuala Lumpur, Wilayah Persekutuan, McDonald's",KL,15/01/2027
#501 MCDONALD'S DESA PETALING,,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), 1-3,, Pusat Perdagangan Salak 2, Jalan 2/125,, Taman Desa Petaling, 57100, Kuala Lumpur, Wilayah Persekutuan, McDonald's",KL,31/07/2027
#77 MCDONALD'S DESA PANDAN,,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), LOT 2 & 2-1, JALAN 1/76 D, DESA PANDAN,, 55100 , Kuala Lumpur, Wilayah Persekutuan, McDonald's",KL,31/01/2028
KIOSK (#176 MCDONALD'S BERJAYA TIMES SQUARE),,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), LG-18-03, LOWER GROUND FLOOR,, Berjaya Times Square, No.1 Jalan Imbi,, 55100, Kuala Lumpur, Wilayah Persekutuan, McDonald's",KL,31/03/2027
KIOSK (#360 MCDONALD'S SURIA KLCC),,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), LOT OSC09, CONCOURSE FLOOR, SURIA KLCC,, Kuala Lumpur City Centre,, Persiaran KLCC, 50088, Kuala Lumpur, Wilayah Persekutuan, McDonald's",KL,31/03/2027
KIOSK (#367 MCDONALD'S AEON MALURI),,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), LOT GK12, GROUND FLOOR,, Jalan Jejaka, Taman Maluri, 55100, Kuala Lumpur, Wilayah Persekutuan, McDonald's",KL,31/03/2027
KIOSK (#367 MCDONALD'S SUNWAY VELOCITY),,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), LOT 1-86, TINGKAT 1, SUNWAY VELOCITY SHOPPING MALL, CHERAS, 55100, Kuala Lumpur, Wilayah Persekutuan, McDonald's",KL,31/03/2027
KIOSK (#368 MCDONALD'S MYTOWN),,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), G-K-020, TINGKAT BAWAH, MYTOWN SHOPPING CENTRE,, No.6, Jalan Cochrane Seksyen 90, 55100, Kuala Lumpur, Wilayah Persekutuan, McDonald's",KL,31/07/2027
GIATMARA SETIAWANGSA,,"(GIATMARA SENDIRIAN BERHAD), 11-G & 11-1, JALAN JELATEK 2, PUSAT PERNIAGAAN JELATEK, 54200, Kuala Lumpur, Wilayah Persekutuan",KL,15/01/2028
GIGI COFFEE SDN BHD - AVENUE K,,"(GIGI COFFEE SDN. BHD.), LOT C-15A, LEVEL CONCOURSE,, AVENUE K, 156, JALAN AMPANG, 50450, Kuala Lumpur, Wilayah Persekutuan",KL,15/09/2026
GIGI COFFEE SDN BHD - BLOOMSVALE,,"(GIGI COFFEE SDN. BHD.), LGK-31,32,33, BLOOMSVALE, 137, Jalan Puchong, 58200, Kuala Lumpur, Wilayah Persekutuan",KL,15/10/2027
GIGI COFFEE SDN BHD - DATUM JELATEK MALL,,"(GIGI COFFEE SDN. BHD.), LG-K-08, DATUM JELATEK MALL, Jalan Enggang, Taman Keramat, 54200, Kuala Lumpur, Wilayah Persekutuan",KL,15/10/2027
GIGI COFFEE SDN BHD - FABER TOWER,,"(GIGI COFFEE SDN. BHD.), LOT G-OS-4C, GROUND FLOOR, FABER TOWER, Jalan Desa Bahagia, Taman Desa, 58100, Kuala Lumpur, Wilayah Persekutuan",KL,15/10/2027
GIGI COFFEE SDN BHD - KL GATEWAY,,"(GIGI COFFEE SDN. BHD.), 1-02, 2, KL GATEWAY MALL,, Jalan Kerinchi, Pantai Dalam,, 59200, Kuala Lumpur, Wilayah Persekutuan",KL,15/10/2027
ISMAIL AYUNI CHINESE MUSLIM RESTAURANT,,"(ISMAIL AYUNI CHINESE MUSLIM RESTAURANT ), LOT CX7, KULIYYAH OF EDUCATION,, UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,, JALAN GOMBAK,, 53100, Kuala Lumpur, Wilayah Persekutuan",KL,15/01/2028
ISTANOODLE PUBLIKA,,"(ISTANOODLE SDN BHD), A2-G1-09, 1, JLN DUTAMAS 1, SOLARIS DUTAMAS,, 50480, Kuala Lumpur, Wilayah Persekutuan",KL,29/02/2028
ROLLTI,,"(IWEALTH GLOBAL F&B SDN. BHD.), LOT-39, LEVEL LG, NU SENTRAL, SHOPPING CENTRE,, 201, Jalan Tun Sambanthan, Brickfields, 50470, Kuala Lumpur, Wilayah Persekutuan, ROLLTI",KL,31/07/2026
FROST N BITES - CHERAS LEISURE MALL,,"(JAG SCOOPS SDN BHD), LOT.L1-47,LEVEL 1,CHERAS LEISURE MALL, JALAN MANIS 6, TAMAN BUKIT SEGAR, 56100, Kuala Lumpur, Wilayah Persekutuan",KL,31/12/2026
FROST N BITES - MENARA MATRADE,,"(JAG SCOOPS SDN BHD), GF-3, MENARA MATRADE,, JALAN SULTAN HAJI AHMAD SHAH,, 50480, Kuala Lumpur, Wilayah Persekutuan, FROST N BITES",KL,15/04/2027
FROST N BITES - PAVILION KUALA LUMPUR,,"(JAG SCOOPS SDN BHD), LOT.C3.13, CONNECTION LEVEL 3, PAVILION, KUALA LUMPUR, JALAN CHANGKAT BUKIT BINTANG, 55100, Kuala Lumpur, Wilayah Persekutuan",KL,31/12/2026
FROST N BITES - SUNWAY VELOCITY MALL,,"(JAG SCOOPS SDN BHD), LOT B-01D BASEMENT ONE,, SUNWAY VELOCITY SHOPPING MALL,, JALAN CHERAS, MALURI,, 55100, Kuala Lumpur, Wilayah Persekutuan, FROST N BITES",KL,30/06/2027
MAIN KITCHEN (BUTCHERY) - LEVEL LG 1,,"(JBB HOTELS SDN BHD (THE WESTIN HOTEL KUALA LUMPUR)), THE WESTIN KUALA LUMPUR,, 199, Jalan Bukit Bintang,, 55100, Kuala Lumpur, Wilayah Persekutuan, Hotel",KL,15/04/2028
MAIN KITCHEN (CHINESE BQT) - LEVEL 2,,"(JBB HOTELS SDN BHD (THE WESTIN HOTEL KUALA LUMPUR)), THE WESTIN KUALA LUMPUR, 119, Jalan Bukit Bintang,, 55100, Kuala Lumpur, Wilayah Persekutuan, Hotel",KL,15/04/2028
"MAIN KITCHEN (MALAY,INDIAN,WESTERN.COLD) - LEVEL LG1",,"(JBB HOTELS SDN BHD (THE WESTIN HOTEL KUALA LUMPUR)), THE WESTIN KUALA LUMPUR, 119, Jalan Bukit Bintang,, 55100, Kuala Lumpur, Wilayah Persekutuan, Hotel",KL,15/04/2028
MAIN KITCHEN (PASTRY) - LEVEL LG1,,"(JBB HOTELS SDN BHD (THE WESTIN HOTEL KUALA LUMPUR)), THE WESTIN KUALA LUMPUR,, 199, Jalan Bukit Bintang,, 55100, Kuala Lumpur, Wilayah Persekutuan, Hotel",KL,15/04/2028
THE LIVING ROOM - LEVEL UG,,"(JBB HOTELS SDN BHD (THE WESTIN HOTEL KUALA LUMPUR)), THE WESTIN KUALA LUMPUR, 199, Jalan Bukit Bintang,, 55100, Kuala Lumpur, Wilayah Persekutuan, Hotel",KL,15/04/2028
JFHC SDN BHD,,"(JFHC SDN BHD), LG 72, BERJAYA TIMES SQUARE, 1, JALAN IMBI,, 55100, Kuala Lumpur, Wilayah Persekutuan, LUNA LUNA - BERJAYA TIMES SQUARE",KL,15/04/2028
JIPINHE SCONES (THE EXCHANGE TRX),,"(JIPINHE SCONES (MY) SDN. BHD.), C.87.0, LEVEL CONCOURSE,, THE EXCHANGE TRX, PERSIARAN TRX, 55188, Kuala Lumpur, Wilayah Persekutuan",KL,31/03/2028
MARUKI RAMEN CUISINE,,"(JM DELIGHT SDN. BHD.), LOT G.15 - G.19 GROUND FLOOR 218, AMPWALK,, KAMPUNG DATUK KERAMAT,, JALAN AMPANG, 50450, Kuala Lumpur, Wilayah Persekutuan, Maruki Ramen Cuisine",KL,15/11/2026
